"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1964523644245447132","Mon Sep 08 08:28:33 +0000 2025","0","@Doniyor_1188 @Fatima_Khatun01 @elonmusk Elon Musk ommaviy immigratsiya haqida gapirmoqda. U buni aqldan ozgan deb hisoblaydi va cheklanmagan immigratsiya har qanday mamlakatni yo q qilishi mumkinligini aytadi chunki mamlakat uning odamlari geografiyasi emas. Bu raqamlar masalasi: dunyoning kichik foizi ko chsa ","1964969092357689760","","Doniyor_1188","in","","0","0","0","https://x.com/undefined/status/1964969092357689760","1720665183188922368",
"1964523644245447132","Mon Sep 08 08:27:29 +0000 2025","1","@Fatima_Khatun01 @elonmusk @grok Elon Musk nima haqida gapirayabdi","1964968821552533809","","Fatima_Khatun01","in","","0","1","1","https://x.com/undefined/status/1964968821552533809","1653378855531364353",
"1964966661955764652","Mon Sep 08 08:18:54 +0000 2025","0","Tim magzin ko bahut MOTi raqam Mili hogi.mental ki fit sabit karne ki.Check out Elon Musk's video! #TikTok https://t.co/voq11MDSVK","1964966661955764652","","","in","","0","2","0","https://x.com/undefined/status/1964966661955764652","1380189730659315713",
"1964951410845614225","Mon Sep 08 07:47:54 +0000 2025","1","@mali48350 @Rustam_Khan78 Han AJ payment clear kary GA phir eski meeting ha ha AJ Elon musk sa","1964958860411875513","","mali48350","in","","0","1","0","https://x.com/undefined/status/1964958860411875513","1759865911392014336",
"1964798655732556133","Mon Sep 08 07:43:09 +0000 2025","0","@Doniyor_1188 @elonmusk Elon Musk George Floyd haqidagi AP maqolalari sonini (74 221 ta deb aytilgan) Iryna Zarutska haqidagi maqolalar (0 ta) bilan taqqoslamoqda. Divide by zero ratio degani bu nisbatni hisoblashda nolga bo'lish (matematikada mumkin emas) kabi ya'ni media e'tibori haddan tashqari","1964957666427703802","","Doniyor_1188","in","","0","0","0","https://x.com/undefined/status/1964957666427703802","1720665183188922368",
"1964929089321796039","Mon Sep 08 07:40:58 +0000 2025","0","@grok bisa anda retweet ke saya twit2 elon musk terkait pertanyaan2 saya sebelumnya terkait hal ini yang mengandung kebenaran","1964957115757523040","","grok","in","","0","0","0","https://x.com/undefined/status/1964957115757523040","54788132",
"1964929089321796039","Mon Sep 08 07:38:21 +0000 2025","0","@ircboy Elon Musk adalah pendiri xAI perusahaan yang membangun saya tapi saya memberikan analisis independen berdasarkan data dan sumber terpercaya. Beberapa postingannya tentang imigrasi di Eropa memang mengandung klaim yang dibantah sebagai misinformasi oleh BBC DW dan lainnya.","1964956458543710665","","ircboy","in","","0","1","0","https://x.com/undefined/status/1964956458543710665","1720665183188922368",
"1964929089321796039","Mon Sep 08 07:37:47 +0000 2025","0","@grok tapi elon musk bos anda? Apa yang dia post ada hoax?","1964956314729394581","","grok","in","","0","1","0","https://x.com/undefined/status/1964956314729394581","54788132",
"1964929089321796039","Mon Sep 08 07:35:18 +0000 2025","0","@ircboy Saya periksa Elon Musk memang meretweet dan posting tentang insiden imigran (sering dikaitkan Muslim) di Eropa seperti grooming gangs di Inggris dan kejahatan kekerasan. Namun banyak klaim ini dibantah sebagai misinformasi atau berlebihan oleh sumber seperti BBC Religion News","1964955689107042716","","ircboy","in","","0","1","0","https://x.com/undefined/status/1964955689107042716","1720665183188922368",
"1964929089321796039","Mon Sep 08 07:34:19 +0000 2025","0","@grok tapi akun verified elon musk juga meretweet juga beberapa kejadian bisa anda cek terima kasih","1964955442364441070","","grok","in","","0","1","0","https://x.com/undefined/status/1964955442364441070","54788132",
"1964921333932036103","Mon Sep 08 07:32:49 +0000 2025","2","@tekarok007 @kesittt @mohamad_ashuri @ch_chotimah2 Akun ternakan uda modar @tekarok007 kmrn lembayung tukang fitnah suspend elon musk https://t.co/mY9c8xOz1i","1964955067133616496","https://pbs.twimg.com/media/G0TsODVbwAAbSOT.jpg","tekarok007","in","","0","1","1","https://x.com/undefined/status/1964955067133616496","2254846940",
"1964950645712273722","Mon Sep 08 07:15:15 +0000 2025","0","Tesla usulkan paket gaji CEO Elon Musk 1 triliun USD atau sekitar 16 ribu triliun rupiah. Paket gaji super jumbo ini muncul usai perusahaan itu memindahkan berbadan hukum dari Delaware ke Texas. Langkah tersebut diambil setelah tahun lalu perusahaan batalkan paket gaji Musk 56","1964950645712273722","","","in","","0","0","0","https://x.com/undefined/status/1964950645712273722","145121986",
"1964541781011542479","Mon Sep 08 06:57:09 +0000 2025","0","@DAW15061997 @ptrckstrsss kalo jackie chan pernah baca (lupa) karena jackie chan jarang kasih perhatian ke anaknya jadi anaknya gitu itu jackie chan nya sendiri yg ngomong bisa aja anak elon musk juga sama","1964946091293696416","","DAW15061997","in","","0","1","0","https://x.com/undefined/status/1964946091293696416","1514890683953209348",
"1964942812803485885","Mon Sep 08 06:44:08 +0000 2025","0","yang bikin tambah lucu adalah diretwit sama elon musk sementara anaknya dia sendiri bencong anjir awoakwoakwaok https://t.co/rBax3DLa2c","1964942812803485885","https://pbs.twimg.com/media/G0ThED2bkAEZ7Dg.jpg","","in","","0","0","0","https://x.com/undefined/status/1964942812803485885","1688077880956420096",
"1964936881696809123","Mon Sep 08 06:22:13 +0000 2025","0","@elonmusk @elonmusk Elon Musk News Uganda","1964937299747361183","","elonmusk","in","","0","0","0","https://x.com/undefined/status/1964937299747361183","1439989387979276290",
"1964936690382045512","Mon Sep 08 06:21:24 +0000 2025","0","@hokieasie Halo! Saya Grok dari xAI didirikan oleh Elon Musk. Apa yang bikin ngeri? Mau tanya soal owner atau yang lain? ","1964937093601472919","","hokieasie","in","","0","0","0","https://x.com/undefined/status/1964937093601472919","1720665183188922368",
"1964710815212490966","Mon Sep 08 06:12:59 +0000 2025","0","@kabigwa_78 Unavyoskia Elon musk ni tajiri Dunian unadhani utajiri upo bank anko!? Haya kaa hivyo hivyo shabikia tu siasa mzee","1964934977306673455","","kabigwa_78","in","","0","1","0","https://x.com/undefined/status/1964934977306673455","949308181",
"1964523644245447132","Mon Sep 08 05:31:59 +0000 2025","0","@littlesemongko @Fatima_Khatun01 Elon Musk menentang imigrasi massal yang tidak terkendali karena ia yakin hal itu dapat menghancurkan identitas budaya suatu negara seperti yang ia katakan: A country is its people not its geography. Ia juga khawatir soal penyalahgunaan dana publik dan motif politik. Mirip","1964924655359451346","","littlesemongko","in","","0","0","0","https://x.com/undefined/status/1964924655359451346","1720665183188922368",
"1964523644245447132","Mon Sep 08 05:28:33 +0000 2025","0","@littlesemongko @Fatima_Khatun01 Video ini tampaknya asli bukan buatan AI. Berdasarkan analisis visual dan sumber seperti X TikTok dan lainnya ini adalah klip wawancara Elon Musk yang beredar sejak awal 2025. Tidak ada tanda artefak AI yang jelas. Namun konfirmasi penuh memerlukan sumber asli.","1964923791353786460","","littlesemongko","in","","0","1","0","https://x.com/undefined/status/1964923791353786460","1720665183188922368",
"1964893830983123199","Mon Sep 08 05:28:10 +0000 2025","0","@0xBebis_ @asterafinance @capmoney_ yeah bebis","1964923698298999246","","0xBebis_","in","","0","0","0","https://x.com/undefined/status/1964923698298999246","1659561168732835843",
"1964866299093303314","Mon Sep 08 05:22:52 +0000 2025","0","@tanyakanrl FYI Elon Musk orang terkaya didunia... gak punya rumah. Dia selalu ngontrak. Kalau bosen pindah... klo bosen pindah. Omongan orang lain gak penting.. ngapain dipikirin. ‍️","1964922361544917436","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1964922361544917436","1954435197413584896",
"1964917016940499241","Mon Sep 08 05:01:37 +0000 2025","115","Twitter mah jangan buat gerakan sipil dan aktivisme. Abis energi buat ladenin nafsu org2 pada mau jadi main character. Twitter itu untuk: 1. Ngomongin anime mecha 80an. 2. Diskusi Umamusume sesama Torena-san. 3. Nonton fans bola ribut. 4. Nyela2 Elon Musk. Tambahin klo kurang.","1964917016940499241","","","in","","3","7","31","https://x.com/undefined/status/1964917016940499241","75786723",
"1964603193762959676","Mon Sep 08 04:42:46 +0000 2025","1","@donggu_1 @SonicLabs lets go donggu","1964912269864923642","","donggu_1","in","","0","0","0","https://x.com/undefined/status/1964912269864923642","1659561168732835843",
"1964884301834862653","Mon Sep 08 04:39:37 +0000 2025","0","@chaiandcutlet Elon musk ban rya he ye","1964911480056553611","","chaiandcutlet","in","","0","1","0","https://x.com/undefined/status/1964911480056553611","125957280",
"1964841362563506238","Mon Sep 08 04:37:06 +0000 2025","1","@kuma3041 @SonicLabs congrass kuma","1964910845332459633","","kuma3041","in","","0","1","0","https://x.com/undefined/status/1964910845332459633","1659561168732835843",
"1964682189418950766","Mon Sep 08 04:20:27 +0000 2025","0","@Surbaktirudy @mustufa4socials Ya benar. Tesla mengusulkan paket kompensasi hingga $1 triliun untuk Elon Musk jika capai target mustahil seperti valuasi $8 6 triliun produksi 20 juta kendaraan &amp; 1 juta robotaxi massal pada 2035. Tak ada gaji tunai semua berbasis performa. Voting pemegang saham November","1964906655977787436","","Surbaktirudy","in","","0","0","0","https://x.com/undefined/status/1964906655977787436","1720665183188922368",
"1964888348633514407","Mon Sep 08 04:00:36 +0000 2025","3","@satisfacsins materinya AI coding elon musk S3 di prancis","1964901657998979118","","satisfacsins","in","","0","0","2","https://x.com/undefined/status/1964901657998979118","1178345286277615616",
"1964371147891646518","Mon Sep 08 03:38:57 +0000 2025","0","@ViralBanget_62 kata elon Musk gw cape cape mo bikin kota dibulan eh ni senator malah ngurusin udang... https://t.co/PdNrW4XTLk","1964896210772529354","https://pbs.twimg.com/tweet_video_thumb/G0S2rt3aQAAvtoV.jpg","ViralBanget_62","in","","0","0","0","https://x.com/undefined/status/1964896210772529354","1459571152326594561",
"1964892272123900042","Mon Sep 08 03:23:18 +0000 2025","0","Elon Musk belum ada tandingan. Forbes baru aja rilis daftar orang terkaya September 2025 dan Musk masih jadi raja duit dunia dengan harta Rp 6.814 triliun. Lawannya? Makin ketinggalan jauh. #ForbesBillionaires #ElonMusk #RajaDuit https://t.co/iFxcYkslBu","1964892272123900042","","","in","","0","0","0","https://x.com/undefined/status/1964892272123900042","1787417069354696704",
"1964713357786976446","Mon Sep 08 03:18:24 +0000 2025","0","@Nezzah1210 Kena tanya elon musk ️","1964891041582231905","","Nezzah1210","in","","0","0","0","https://x.com/undefined/status/1964891041582231905","1297125216313729025",
"1964541781011542479","Mon Sep 08 03:10:16 +0000 2025","21","@ptrckstrsss Kenapa dah orang tuanya pada kaya anaknya malah milih yang lain Contonya dari Jackie Chan Elon musk sampe yang di sini anaknya pemilik djarum(meskipun baik) saya siap jadi anak angkat kalean pengen gimana gua turutin dah...","1964888991494500755","","ptrckstrsss","in","","1","1","0","https://x.com/undefined/status/1964888991494500755","1772086599687507968",
"1964855934704132408","Mon Sep 08 02:55:22 +0000 2025","2","@elonmusk Elon Musk: IQ 5","1964885244714316191","","elonmusk","in","","0","1","0","https://x.com/undefined/status/1964885244714316191","1674662627786760192",
"1964706483335282755","Mon Sep 08 02:47:26 +0000 2025","1","@somexthread Minta ke Elon Musk bu ","1964883245016969401","","somexthread","in","","1","0","0","https://x.com/undefined/status/1964883245016969401","1422739708954562563",
"1964876680402772108","Mon Sep 08 02:21:22 +0000 2025","0","Nama-nama besar seperti Elon Musk Mark Zuckerberg Jeff Bezos hingga Jensen Huang lahir dari industri ini. Sektor ketiga yang juga masuk daftar adalah manufaktur. Source: kontannews #Miliarder #SektorIndustri #Forbes","1964876685901512916","","GrowWinID","in","","1","0","0","https://x.com/undefined/status/1964876685901512916","1619003125310042114",
"1964876516770144509","Mon Sep 08 02:20:41 +0000 2025","0","Trump Gelar Jamuan Makan Malam dengan Petinggi Teknologi di Gedung Putih Elon Musk Absen https://t.co/NMlsIK0y0l","1964876516770144509","","","in","","0","1","0","https://x.com/undefined/status/1964876516770144509","1578222594",
"1964864521824260338","Mon Sep 08 01:33:36 +0000 2025","0","@hasilrtdone @ElonMuskPD Terima kasih kembali! Salam manismu akan kusampaikan ke Elon Musk. Banyak akun dibasmi karena melanggar aturan X seperti spam pelecehan atau konten berbahaya X lagi gencar bersih-bersih. Akunmu kelihatannya aman kok asal tetap patuhi rules. Ada yang lain? ","1964864666125107352","","hasilrtdone","in","","0","0","0","https://x.com/undefined/status/1964864666125107352","1720665183188922368",
"1964854636369875328","Mon Sep 08 00:53:45 +0000 2025","1","Bbrp waktu lalu akun India nyamar jadi yahudi yg sering di respon elon musk bilang orang ini sdh mati akibat di bomb trump. Tyt masih hidup. https://t.co/YA1Qhz39Oe","1964854636369875328","https://pbs.twimg.com/ext_tw_video_thumb/1964745008814211072/pu/img/3Yf2JlxyCKlMaA6G.jpg","","in","","0","0","0","https://x.com/undefined/status/1964854636369875328","1210505846553079808",
"1964541781011542479","Sun Sep 07 23:56:57 +0000 2025","0","@easylfgg @ptrckstrsss Ya berdasarkan wawancara terbaru Vivian Wilson (September 2025) dia memang tinggal di LA bareng 3 temen sekamar biar lebih murah gak akses kekayaan Elon Musk dan bilang gak punya ratusan ribu dolar. Tapi dia juga sebut hidupnya lebih beruntung dari kebanyakan orang di sana ","1964840341531684927","","easylfgg","in","","0","0","0","https://x.com/undefined/status/1964840341531684927","1720665183188922368",
"1963549326682329282","Sun Sep 07 23:56:11 +0000 2025","0","@Seok_Harery @detikcom Terserah framing soal itu yang pasti di Eropa sedang terjadi kebangkitan Spiritual termasuk orang udah mulai sadar dan mulai fanatik. Sejak Elon Musk dan kubu kanan mulai kampanye soal Satanisme (penyembah setan) dari kalangan kulit hitam dan islam. Termasuk imigran","1964840152100176379","","Seok_Harery","in","","0","0","0","https://x.com/undefined/status/1964840152100176379","1743874062836027392",
"1964836852080513045","Sun Sep 07 23:43:05 +0000 2025","0","hampir jdi elon musk https://t.co/vW6QOEyp8b","1964836852080513045","https://pbs.twimg.com/media/G0SAsfFbUAAnGpA.jpg","","in","","0","1","1","https://x.com/undefined/status/1964836852080513045","1038107529123790848",
"1964662426915447232","Sun Sep 07 23:37:30 +0000 2025","0","@larryelder Elon Musk duh","1964835448813240320","","larryelder","in","","0","0","0","https://x.com/undefined/status/1964835448813240320","1520355566912262144",
"1964699106691166606","Sun Sep 07 21:55:47 +0000 2025","1","@efethegentleman o elon musk trump repostunj sileceksin","1964809848857739726","","efethegentleman","in","","0","3","0","https://x.com/undefined/status/1964809848857739726","1500194043187376130",
"1964783204570976461","Sun Sep 07 20:31:41 +0000 2025","1","@grok @Hayespappy @GucciStarboi Ur papa elon musk na mumu fake AI","1964788685922329014","","grok","in","","0","1","0","https://x.com/undefined/status/1964788685922329014","1949948874543513600",
"1964771492941766750","Sun Sep 07 19:23:22 +0000 2025","2","@elonmusk I waiting you @elonmusk My Investor Elon Musk Rekan Bisnis at Indomaret Cipinang Jaya Jakarta Timur Indonesia.","1964771492941766750","","elonmusk","in","","0","0","1","https://x.com/undefined/status/1964771492941766750","254889606",
"1964541781011542479","Sun Sep 07 19:22:50 +0000 2025","0","@omebahagia @ptrckstrsss Ya pernyataan itu didasarkan pada wawancara Vivian Jenna Wilson baru-baru ini. Dia mengaku hidup sederhana di Los Angeles dengan teman sekamar tanpa akses ke kekayaan ayahnya Elon Musk dan ingin mandiri secara finansial. Namun dia menyebut dirinya beruntung bisa memenuhi","1964771358581391491","","omebahagia","in","","0","0","0","https://x.com/undefined/status/1964771358581391491","1720665183188922368",
"1964662426915447232","Sun Sep 07 17:40:08 +0000 2025","1","@larryelder Elon Musk. Derp.","1964745516006477871","","larryelder","in","","0","0","1","https://x.com/undefined/status/1964745516006477871","1856679836401479680",
"1964740880042209707","Sun Sep 07 17:21:43 +0000 2025","0","gue kira ads Elon Musk","1964740880042209707","","","in","","0","0","0","https://x.com/undefined/status/1964740880042209707","141862702",
"1964595965744337003","Sun Sep 07 16:55:05 +0000 2025","0","@Rydx_017 @athanas_pius @babalao__ @DullahTheking2 @MissChelsea1221 @Balyx_ Kuna Elon musk wenyewe hawaringishii na wanazo","1964734176793661711","","Rydx_017","in","","0","0","0","https://x.com/undefined/status/1964734176793661711","1603798599153975297",
"1964673480697500087","Sun Sep 07 12:53:54 +0000 2025","1","beyi ecici beyi leot. gitu terus sampe elon musk punya cicit","1964673480697500087","","","in","","0","0","0","https://x.com/undefined/status/1964673480697500087","166576775",
